Nombre,Género,Fecha_Nacimiento,Altura,Peso,Profesión,Ciudad,Estado_Civil,Salario,Nivel_Educación,Cantidad_Hijos,Hora_Entrada,Hora_Salida,Tipo_Contrato
Laura,F,1967-07-21,1.43,63.9,Safety Technician III,Arauca,Casada,5127339,Posgrado,5,5:04 AM,9:20 PM,Indefinido
Luis,M,1969-04-05,1.56,106.3,VP Product Management,Floridablanca,Casada,1701389,Posgrado,4,7:34 AM,11:50 PM,Indefinido
Felipe,F,1997-07-22,1.46,91.1,Programmer II,Neiva,Casada,4830437,Universitario,4,9:37 AM,7:05 PM,Indefinido
Thiago,M,1972-05-17,1.81,40.3,Help Desk Technician,Florencia,Divorciado,4957984,Posgrado,1,9:32 AM,9:07 PM,Término Fijo
Juan,F,1952-10-05,1.64,100.8,Senior Financial Analyst,Maicao,Casada,2306627,Técnico,1,8:52 AM,11:07 PM,Término Fijo
Joaquín,F,1980-05-15,1.46,78.7,Senior Developer,Barranquilla,Soltero,4188490,Universitario,3,9:44 AM,10:19 PM,Término Fijo
Thiago,M,1979-07-16,1.82,27.3,Project Manager,Chía,Casada,3053919,Posgrado,1,9:30 AM,8:53 PM,Indefinido
Gabriela,F,1960-10-07,1.7,43.0,Staff Accountant III,Pasto,Soltero,4640434,Posgrado,0,9:04 AM,8:35 PM,Término Fijo
Felipe,M,1974-05-17,1.71,27.9,Account Representative IV,Cartagena,Casada,5626894,Técnico,0,5:55 AM,10:04 PM,Término Fijo
Juan,F,1964-03-25,1.45,75.8,Human Resources Assistant III,Soledad,Divorciado,5160970,Universitario,3,6:30 AM,10:00 PM,Indefinido
Valeria,F,1985-01-31,1.66,50.3,Senior Financial Analyst,Manizales,Casada,4670454,Universitario,7,5:12 AM,9:36 PM,Indefinido
Juliana,F,1991-12-08,1.61,60.3,VP Quality Control,Pasto,Casada,4500375,Posgrado,6,8:34 AM,6:02 PM,Término Fijo
Santiago,F,1979-06-13,1.67,55.3,Geological Engineer,Pereira,Divorciado,4761472,Universitario,3,7:23 AM,5:09 PM,Indefinido
Valeria,F,1970-10-01,1.74,107.7,Human Resources Assistant III,Barranquilla,Soltero,4069860,Universitario,2,8:34 AM,9:02 PM,Término Fijo
Juan,M,1956-06-10,1.81,103.2,Associate Professor,Valledupar,Casada,3336598,Universitario,8,9:09 AM,5:50 PM,Indefinido
Felipe,M,1960-08-20,1.63,37.3,Accounting Assistant III,Medellín,Soltero,4515463,Posgrado,1,7:30 AM,6:04 PM,Indefinido
Laura,M,1949-12-07,1.72,69.1,Registered Nurse,Bogotá,Divorciado,5898565,Técnico,7,5:16 AM,9:32 PM,Indefinido
Pedro,M,1971-11-11,1.84,27.4,Accountant IV,Arauca,Soltero,3800926,Bachillerato,1,9:02 AM,5:38 PM,Indefinido
Joaquín,M,1991-09-18,1.49,87.2,Sales Associate,Montería,Soltero,3818458,Bachillerato,3,8:56 AM,7:19 PM,Término Fijo
Diego,M,1978-08-26,1.54,103.6,Dental Hygienist,Santa Marta,Divorciado,3770465,Bachillerato,1,7:49 AM,8:15 PM,Término Fijo
Juan,M,1972-01-16,1.43,39.8,Analog Circuit Design manager,Cúcuta,Casada,1220787,Posgrado,5,8:35 AM,8:57 PM,Término Fijo
Valentina,F,1988-01-06,1.62,78.7,Geological Engineer,Tunja,Casada,4025651,Técnico,5,9:34 AM,9:17 PM,Indefinido
Emanuel,M,1994-09-29,1.89,108.5,Professor,Armenia,Soltero,4205088,Bachillerato,2,5:51 AM,5:22 PM,Indefinido
Emanuel,F,1969-01-04,1.53,86.2,Structural Engineer,Villavicencio,Casada,1793880,Universitario,4,9:08 AM,7:21 PM,Indefinido
Lucas,F,2000-05-31,1.54,57.6,Safety Technician I,Florencia,Divorciado,4484034,Técnico,2,8:33 AM,10:55 PM,Término Fijo
Diego,F,1959-03-07,1.54,48.6,Structural Analysis Engineer,Santa Marta,Divorciado,1447627,Técnico,1,6:59 AM,5:07 PM,Término Fijo
Valentina,M,1962-06-30,1.53,78.9,Clinical Specialist,Sincelejo,Divorciado,1705949,Universitario,8,8:28 AM,7:23 PM,Indefinido
Juan,F,1997-03-24,1.64,69.6,Office Assistant III,Montería,Casada,3712256,Técnico,2,8:33 AM,11:41 PM,Indefinido
Valentina,M,1995-06-13,1.52,40.4,Teacher,Cúcuta,Soltero,4617279,Posgrado,0,7:37 AM,10:54 PM,Indefinido
Bruno,F,1996-08-16,1.86,79.5,Pharmacist,Floridablanca,Divorciado,4523994,Universitario,1,7:07 AM,9:17 PM,Indefinido
Santiago,M,1973-10-12,1.8,100.2,Sales Representative,Bogotá,Divorciado,3402621,Posgrado,8,6:13 AM,7:13 PM,Término Fijo
Laura,F,1994-12-03,1.77,89.1,Media Manager III,Palmira,Casada,5094690,Bachillerato,1,9:27 AM,8:37 PM,Indefinido
Lucas,F,1962-07-14,1.76,103.0,Administrative Officer,Barranquilla,Divorciado,1293317,Técnico,1,5:31 AM,5:54 PM,Indefinido
Ana,F,1980-07-23,1.58,41.1,Design Engineer,Sincelejo,Soltero,2878180,Universitario,7,8:11 AM,8:59 PM,Indefinido
Luis,F,1960-04-03,1.45,53.4,Recruiter,Florencia,Divorciado,1155791,Bachillerato,1,5:44 AM,11:46 PM,Indefinido
Sofia,M,1970-07-28,1.53,40.7,Web Developer III,Cali,Casada,5897059,Técnico,2,5:53 AM,11:35 PM,Indefinido
Laura,M,1951-01-20,1.75,86.3,Help Desk Operator,Santa Marta,Casada,1809613,Técnico,3,7:49 AM,7:07 PM,Indefinido
Gabriela,M,1980-10-28,1.6,46.9,Biostatistician III,Soacha,Casada,3527984,Técnico,2,5:26 AM,8:08 PM,Término Fijo
Lucas,F,1981-10-16,1.42,99.9,Chief Design Engineer,Dosquebradas,Divorciado,1104945,Universitario,3,6:48 AM,11:35 PM,Indefinido
María,M,1958-06-15,1.71,100.3,Electrical Engineer,Villavicencio,Casada,4976344,Universitario,1,8:58 AM,8:44 PM,Indefinido
Luis,F,1992-07-29,1.89,36.3,Biostatistician III,Riohacha,Casada,5579183,Bachillerato,0,5:57 AM,6:30 PM,Término Fijo
Isabella,M,1984-01-02,1.55,38.2,Research Associate,Soledad,Soltero,2484895,Bachillerato,6,9:50 AM,11:52 PM,Término Fijo
Valeria,F,1980-02-15,1.43,79.4,Cost Accountant,Cúcuta,Divorciado,2126255,Bachillerato,4,6:44 AM,7:23 PM,Indefinido
Valentina,F,1987-09-09,1.59,81.0,Human Resources Manager,Floridablanca,Soltero,1687911,Posgrado,0,9:21 AM,7:57 PM,Término Fijo
Valeria,F,1990-08-10,1.54,28.6,Senior Quality Engineer,Floridablanca,Soltero,5255652,Bachillerato,4,5:43 AM,7:06 PM,Indefinido
María,F,1962-02-03,1.43,109.4,Administrative Officer,Tumaco,Divorciado,3251384,Universitario,7,8:27 AM,5:33 PM,Término Fijo
María,M,1995-09-30,1.47,76.5,Web Designer IV,Riohacha,Soltero,1345894,Técnico,6,8:30 AM,10:45 PM,Término Fijo
Juliana,M,1979-09-26,1.66,34.0,Safety Technician III,Bucaramanga,Casada,1858749,Universitario,0,9:17 AM,8:50 PM,Indefinido
Lucas,M,1956-04-20,1.86,72.3,Software Test Engineer III,Barrancabermeja,Divorciado,2590503,Bachillerato,3,8:44 AM,9:53 PM,Término Fijo
Thiago,M,1959-05-02,1.9,89.5,Civil Engineer,Ibagué,Divorciado,3440497,Universitario,1,9:50 AM,8:13 PM,Indefinido
Thiago,F,1948-11-29,1.7,28.0,Graphic Designer,Bucaramanga,Soltero,3986732,Técnico,0,9:25 AM,6:26 PM,Término Fijo
Ana,M,1965-12-27,1.51,26.2,Accounting Assistant IV,Pasto,Casada,2550748,Bachillerato,1,5:20 AM,6:13 PM,Indefinido
Sofia,F,1966-10-20,1.53,44.6,Occupational Therapist,Barrancabermeja,Casada,4087903,Universitario,2,7:05 AM,10:44 PM,Indefinido
Juliana,M,1977-05-30,1.46,107.7,Recruiter,Manizales,Casada,5426851,Universitario,6,8:08 AM,9:43 PM,Indefinido
Santiago,M,1950-05-29,1.68,29.5,VP Quality Control,Arauca,Divorciado,5502827,Bachillerato,2,6:51 AM,9:08 PM,Indefinido
Lucas,M,2000-06-21,1.49,60.6,Social Worker,Florencia,Divorciado,5315757,Bachillerato,8,6:56 AM,9:42 PM,Indefinido
Juliana,F,1962-03-08,1.66,69.0,Administrative Officer,Ocaña,Soltero,2303264,Técnico,1,8:29 AM,7:18 PM,Término Fijo
Ana,F,1971-01-17,1.47,104.9,Professor,Floridablanca,Casada,4055867,Bachillerato,0,6:29 AM,9:14 PM,Término Fijo
Luis,F,1967-12-09,1.81,108.2,Analog Circuit Design manager,Palmira,Casada,2698461,Posgrado,7,6:32 AM,11:22 PM,Indefinido
Diego,M,1956-05-27,1.68,98.3,Operator,Floridablanca,Soltero,2257291,Universitario,8,6:01 AM,9:05 PM,Término Fijo
Sebastián,F,1960-10-10,1.51,67.2,Financial Advisor,Cartago,Soltero,4999424,Bachillerato,0,7:48 AM,9:06 PM,Indefinido
Juan,F,1951-01-14,1.78,108.6,Geologist IV,Quibdó,Soltero,5622977,Posgrado,3,8:21 AM,8:17 PM,Término Fijo
Gabriel,M,1955-10-19,1.83,76.4,Physical Therapy Assistant,Quibdó,Divorciado,2678309,Posgrado,3,5:43 AM,11:03 PM,Indefinido
Thiago,M,1978-04-24,1.55,90.2,Safety Technician III,Sincelejo,Divorciado,1834173,Posgrado,6,6:02 AM,5:08 PM,Término Fijo
Laura,F,1960-11-30,1.68,61.7,Automation Specialist I,Ibagué,Divorciado,5834925,Posgrado,2,5:25 AM,10:08 PM,Indefinido
Valentina,F,1971-01-03,1.48,83.8,Recruiting Manager,Manizales,Divorciado,5651688,Bachillerato,3,7:26 AM,9:52 PM,Indefinido
Isabella,F,1985-12-14,1.69,83.5,Analyst Programmer,Dosquebradas,Casada,2423113,Posgrado,2,8:18 AM,7:26 PM,Indefinido
Antonella,F,1964-04-22,1.62,46.5,Registered Nurse,Palmira,Casada,1158377,Posgrado,3,9:51 AM,11:58 PM,Término Fijo
Pedro,F,1976-02-05,1.5,47.8,Media Manager I,Cúcuta,Casada,3855158,Universitario,7,5:16 AM,11:30 PM,Indefinido
Laura,F,1977-01-11,1.72,106.5,Accountant II,Soledad,Divorciado,1816529,Universitario,7,7:12 AM,11:39 PM,Término Fijo
Gabriel,M,1949-11-07,1.8,98.4,Project Manager,Sogamoso,Divorciado,5621889,Posgrado,4,9:34 AM,11:35 PM,Término Fijo
Joaquín,M,1957-12-17,1.46,65.3,Tax Accountant,Pereira,Soltero,2197282,Universitario,0,7:56 AM,11:46 PM,Indefinido
Sofia,F,1990-08-26,1.77,28.7,Food Chemist,Medellín,Divorciado,1199284,Bachillerato,5,7:17 AM,7:16 PM,Indefinido
Gabriel,M,1990-08-01,1.87,85.5,Tax Accountant,Bogotá,Casada,5969119,Técnico,1,5:26 AM,6:14 PM,Término Fijo
Gabriela,F,1985-02-16,1.7,54.8,Software Engineer IV,Montería,Divorciado,3361388,Técnico,2,8:27 AM,6:34 PM,Término Fijo
Pedro,F,1958-03-14,1.78,104.1,Software Consultant,Facatativá,Divorciado,4655906,Bachillerato,4,8:01 AM,11:49 PM,Término Fijo
Valentina,F,1979-03-11,1.87,40.2,Software Consultant,Medellín,Casada,2688483,Técnico,0,6:28 AM,11:20 PM,Indefinido
Emanuel,M,1973-10-13,1.87,87.5,Assistant Media Planner,Medellín,Soltero,5693513,Bachillerato,2,5:08 AM,9:14 PM,Indefinido
Ana,M,1966-08-20,1.55,77.2,Physical Therapy Assistant,Facatativá,Divorciado,1014400,Bachillerato,3,6:14 AM,8:37 PM,Indefinido
María,M,1961-04-24,1.65,94.6,Web Designer III,Girón,Casada,4764457,Bachillerato,0,8:13 AM,11:42 PM,Término Fijo
Martina,F,1996-09-03,1.79,77.1,Staff Scientist,Tunja,Soltero,5610887,Posgrado,7,7:46 AM,5:28 PM,Término Fijo
Juliana,F,1949-09-15,1.53,36.7,Marketing Assistant,Pasto,Soltero,2194081,Técnico,8,8:39 AM,7:20 PM,Indefinido
Joaquín,M,1996-01-14,1.87,95.3,Software Test Engineer IV,Itagüí,Casada,5203212,Posgrado,0,9:33 AM,8:19 PM,Indefinido
Sofia,M,1973-08-21,1.78,47.6,Geological Engineer,Riohacha,Casada,2609147,Bachillerato,8,6:14 AM,6:10 PM,Término Fijo
Victoria,M,1983-07-29,1.86,77.0,Business Systems Development Analyst,Cúcuta,Divorciado,5516987,Técnico,8,6:44 AM,9:17 PM,Indefinido
Ana,M,1957-07-27,1.81,100.3,Senior Cost Accountant,Chía,Divorciado,5274327,Técnico,1,9:29 AM,9:14 PM,Indefinido
María,F,1977-04-03,1.47,68.5,Junior Executive,Armenia,Divorciado,1331981,Universitario,4,6:47 AM,7:23 PM,Indefinido
Sebastián,M,1974-11-17,1.83,30.6,Speech Pathologist,Dosquebradas,Casada,5633956,Posgrado,1,8:53 AM,7:06 PM,Indefinido
Diego,F,1984-03-31,1.57,103.2,Product Engineer,Maicao,Soltero,4060810,Posgrado,1,6:36 AM,9:18 PM,Indefinido
Felipe,M,1992-08-15,1.64,60.7,Accounting Assistant I,Zipaquirá,Soltero,4644799,Posgrado,3,6:13 AM,6:28 PM,Término Fijo
Joaquín,F,1950-03-29,1.51,60.4,Account Coordinator,Fusagasugá,Soltero,1323430,Bachillerato,4,5:36 AM,5:36 PM,Indefinido
Valentina,M,1968-05-13,1.6,103.3,Software Consultant,Palmira,Soltero,2265702,Posgrado,6,6:28 AM,11:54 PM,Término Fijo
Matías,F,1997-08-13,1.67,94.2,Staff Accountant III,Fusagasugá,Casada,1851662,Posgrado,3,9:33 AM,5:21 PM,Indefinido
Pedro,F,1971-01-26,1.9,52.5,Compensation Analyst,Barranquilla,Soltero,5504392,Técnico,3,9:20 AM,9:43 PM,Indefinido
Bruno,F,1985-04-20,1.61,64.1,Assistant Professor,Palmira,Divorciado,4421001,Bachillerato,4,6:28 AM,5:21 PM,Término Fijo
Sofia,M,1992-08-27,1.53,63.7,Cost Accountant,Maicao,Divorciado,5676211,Universitario,2,6:29 AM,8:21 PM,Término Fijo
Juliana,F,1953-10-30,1.41,33.9,Computer Systems Analyst I,Itagüí,Divorciado,5461616,Universitario,4,6:10 AM,5:14 PM,Indefinido
Thiago,F,1971-02-09,1.79,26.3,Environmental Tech,Ibagué,Soltero,2960160,Técnico,7,6:33 AM,10:44 PM,Término Fijo
Mateo,M,1970-05-22,1.58,45.3,Electrical Engineer,Sincelejo,Casada,2382921,Técnico,0,9:57 AM,8:42 PM,Indefinido
Valentina,M,1995-02-28,1.89,40.5,VP Marketing,Palmira,Soltero,5357367,Técnico,4,9:18 AM,9:08 PM,Término Fijo
María,M,1975-11-09,1.82,105.6,Information Systems Manager,Quibdó,Soltero,5978944,Universitario,5,8:57 AM,8:21 PM,Término Fijo
Lucas,M,1977-12-20,1.59,94.6,Speech Pathologist,Popayán,Divorciado,1269021,Bachillerato,2,8:50 AM,7:54 PM,Término Fijo
Felipe,F,1956-04-24,1.44,65.1,Compensation Analyst,Chía,Casada,2028813,Universitario,4,5:18 AM,7:07 PM,Término Fijo
Mateo,F,1967-10-31,1.76,68.7,Analog Circuit Design manager,Manizales,Divorciado,3037718,Técnico,4,9:46 AM,7:56 PM,Término Fijo
Mariana,F,1995-02-12,1.84,97.1,Office Assistant I,Tunja,Divorciado,4900618,Bachillerato,6,7:55 AM,5:16 PM,Término Fijo
Lucas,F,1970-06-10,1.53,84.9,Structural Engineer,Palmira,Soltero,3239379,Bachillerato,5,6:10 AM,11:57 PM,Indefinido
Antonella,F,1978-11-15,1.78,84.8,Staff Accountant IV,Sincelejo,Divorciado,2449897,Técnico,7,6:30 AM,7:44 PM,Término Fijo
Matías,M,1988-07-18,1.69,35.5,Safety Technician III,Florencia,Casada,4438521,Posgrado,8,6:19 AM,6:00 PM,Término Fijo
Martina,F,1978-09-10,1.89,105.1,Web Developer III,Palmira,Divorciado,2678367,Universitario,3,5:33 AM,5:49 PM,Indefinido
Juan,M,1951-04-28,1.77,65.3,Staff Accountant IV,Palmira,Divorciado,3763418,Posgrado,2,8:38 AM,8:07 PM,Término Fijo
Emanuel,F,1959-09-29,1.85,27.2,Software Engineer I,Cartago,Casada,1728076,Universitario,1,7:49 AM,8:37 PM,Indefinido
Bruno,F,1986-05-12,1.66,51.9,Office Assistant III,Ocaña,Divorciado,4908377,Bachillerato,6,5:29 AM,6:11 PM,Término Fijo
Camila,F,1974-11-19,1.47,102.9,Systems Administrator IV,Girardot,Casada,1653525,Bachillerato,2,5:01 AM,8:02 PM,Término Fijo
Ana,F,1955-08-17,1.61,60.2,Payment Adjustment Coordinator,Apartadó,Casada,2425282,Bachillerato,0,6:50 AM,10:32 PM,Término Fijo
Martina,M,1985-10-27,1.58,103.5,Food Chemist,Zipaquirá,Divorciado,2330224,Bachillerato,7,8:30 AM,5:33 PM,Indefinido
Mateo,F,1989-04-17,1.44,76.5,Software Consultant,Tumaco,Casada,3725696,Universitario,7,9:54 AM,7:27 PM,Término Fijo
Luis,M,1964-07-25,1.79,99.5,Sales Representative,Armenia,Divorciado,2426670,Posgrado,2,9:34 AM,9:00 PM,Término Fijo
Ana,M,1974-02-26,1.77,60.0,Compensation Analyst,Buenaventura,Divorciado,4693050,Bachillerato,4,8:50 AM,11:00 PM,Término Fijo
Valentina,F,1970-04-07,1.75,63.2,Structural Analysis Engineer,Fusagasugá,Soltero,5642286,Técnico,2,5:26 AM,11:18 PM,Término Fijo
Lucas,M,1961-03-16,1.49,63.0,Senior Developer,Montería,Casada,1243579,Universitario,2,8:04 AM,10:40 PM,Indefinido
Antonella,M,1954-05-03,1.43,34.6,Teacher,Palmira,Divorciado,5066072,Posgrado,1,5:12 AM,6:24 PM,Término Fijo
Victoria,F,1950-01-11,1.54,102.6,Safety Technician I,Maicao,Soltero,4906713,Universitario,2,6:50 AM,8:25 PM,Indefinido
Ana,M,1996-04-26,1.52,54.2,Recruiting Manager,Bucaramanga,Soltero,4297449,Posgrado,1,7:11 AM,10:26 PM,Indefinido
Victoria,M,1976-04-03,1.5,79.9,Analog Circuit Design manager,Cúcuta,Divorciado,5628139,Universitario,2,5:01 AM,10:15 PM,Indefinido
Isabella,M,1976-06-16,1.42,30.7,Compensation Analyst,Envigado,Casada,4602638,Técnico,4,5:33 AM,10:57 PM,Término Fijo
Sebastián,M,1989-10-01,1.51,63.6,Quality Control Specialist,Montería,Casada,3896415,Técnico,1,8:58 AM,6:30 PM,Indefinido
Ana,F,1958-04-19,1.6,26.8,Community Outreach Specialist,Villavicencio,Soltero,2544029,Universitario,4,6:12 AM,9:02 PM,Indefinido
Martina,F,1954-12-22,1.47,105.5,VP Quality Control,Pasto,Divorciado,5726693,Universitario,7,9:51 AM,5:51 PM,Indefinido
Ana,F,1989-08-23,1.65,60.7,Database Administrator I,Buenaventura,Casada,5489890,Técnico,2,6:54 AM,6:40 PM,Indefinido
Antonella,F,1991-03-19,1.9,32.7,Business Systems Development Analyst,Neiva,Casada,5752743,Bachillerato,7,5:16 AM,6:13 PM,Término Fijo
Isabella,F,1951-08-29,1.66,103.7,Safety Technician III,Cartagena,Casada,4220080,Posgrado,2,7:18 AM,7:18 PM,Indefinido
Laura,M,1962-09-06,1.77,99.4,Account Executive,Ocaña,Casada,3356257,Técnico,5,6:56 AM,10:07 PM,Término Fijo
Victoria,M,1954-12-06,1.62,61.5,Pharmacist,Montería,Casada,2856006,Universitario,2,8:24 AM,7:47 PM,Indefinido
Juan,M,1979-08-12,1.62,107.9,Media Manager I,Arauca,Soltero,3129865,Bachillerato,2,6:40 AM,7:12 PM,Indefinido
Juan,F,1956-12-29,1.6,85.7,Analog Circuit Design manager,Buenaventura,Casada,1259936,Universitario,1,5:18 AM,9:35 PM,Término Fijo
Valentina,M,1966-01-05,1.88,94.3,Accounting Assistant III,Zipaquirá,Soltero,4147232,Bachillerato,0,6:29 AM,5:04 PM,Indefinido
Thiago,M,1978-08-06,1.85,69.4,Information Systems Manager,Montería,Casada,3743060,Universitario,1,7:02 AM,5:33 PM,Término Fijo
Juliana,M,1995-03-23,1.82,84.8,Assistant Professor,Envigado,Casada,4027458,Técnico,4,8:59 AM,7:49 PM,Indefinido
Joaquín,F,1980-06-14,1.74,100.3,Community Outreach Specialist,Bucaramanga,Soltero,5391568,Universitario,5,7:58 AM,9:00 PM,Indefinido
María,M,1983-03-13,1.86,107.4,Professor,Riohacha,Casada,4997370,Bachillerato,7,5:37 AM,9:17 PM,Término Fijo
Victoria,M,1985-08-13,1.85,35.3,Marketing Assistant,Sincelejo,Soltero,3440182,Universitario,0,8:32 AM,9:53 PM,Indefinido
Ana,M,1979-11-25,1.88,90.1,Financial Analyst,Buenaventura,Casada,3283759,Posgrado,6,5:01 AM,7:50 PM,Término Fijo
Laura,F,1980-09-13,1.76,69.5,Structural Engineer,Facatativá,Soltero,3626465,Universitario,5,7:02 AM,9:24 PM,Indefinido
Sofia,M,1998-01-24,1.89,28.5,Staff Accountant II,Buenaventura,Divorciado,2519439,Técnico,5,9:43 AM,5:56 PM,Indefinido
Sebastián,F,1995-05-23,1.46,90.4,Mechanical Systems Engineer,Cali,Soltero,3683877,Técnico,1,7:38 AM,10:37 PM,Término Fijo
Lucas,M,1949-08-27,1.73,70.9,Speech Pathologist,Montería,Soltero,1118481,Bachillerato,7,5:25 AM,6:19 PM,Indefinido
Mariana,M,1954-09-26,1.65,72.4,Editor,Medellín,Divorciado,4710114,Bachillerato,7,9:08 AM,6:50 PM,Término Fijo
Pedro,M,1953-12-13,1.66,51.6,Administrative Officer,Barrancabermeja,Casada,4113264,Bachillerato,8,5:26 AM,5:54 PM,Indefinido
Juan,M,1968-02-27,1.67,32.1,Payment Adjustment Coordinator,Apartadó,Soltero,1197953,Técnico,8,6:05 AM,11:57 PM,Indefinido
Ana,F,1962-10-06,1.87,45.6,Sales Associate,Girardot,Casada,4829608,Universitario,7,5:09 AM,11:08 PM,Término Fijo
Mateo,F,1961-09-27,1.8,36.1,Legal Assistant,Chía,Divorciado,5431394,Técnico,5,6:56 AM,10:53 PM,Término Fijo
Martina,M,1996-09-11,1.66,63.5,Software Engineer III,Soledad,Divorciado,4634992,Técnico,6,9:00 AM,7:54 PM,Indefinido
Pedro,M,1994-11-28,1.59,64.8,VP Accounting,Girón,Soltero,2432534,Posgrado,3,6:30 AM,8:30 PM,Término Fijo
Valeria,F,1960-09-25,1.76,85.6,Staff Accountant III,Palmira,Soltero,4623336,Técnico,8,5:58 AM,5:39 PM,Indefinido
Valentina,M,1976-12-16,1.5,99.8,Marketing Assistant,Soacha,Casada,5161061,Posgrado,0,6:58 AM,9:34 PM,Indefinido
Isabella,F,1960-11-29,1.74,28.2,Professor,Dosquebradas,Divorciado,5614084,Bachillerato,4,5:11 AM,6:11 PM,Término Fijo
Mariana,M,1968-03-07,1.64,61.9,Nuclear Power Engineer,Tunja,Soltero,5677358,Universitario,5,7:34 AM,10:50 PM,Indefinido
María,F,1968-05-28,1.86,47.4,Paralegal,Buenaventura,Casada,3382508,Universitario,3,9:56 AM,11:02 PM,Término Fijo
Antonella,M,1997-06-29,1.42,75.5,Assistant Manager,Floridablanca,Divorciado,5829853,Posgrado,6,8:55 AM,7:21 PM,Indefinido
Emanuel,M,1996-06-22,1.69,85.9,Cost Accountant,Girón,Casada,3534517,Bachillerato,2,9:47 AM,6:22 PM,Indefinido
Juan,M,1987-08-06,1.69,105.8,VP Product Management,Ocaña,Divorciado,1965212,Técnico,2,8:13 AM,5:09 PM,Indefinido
Juan,F,1987-03-13,1.46,106.9,Desktop Support Technician,Bucaramanga,Casada,3279600,Posgrado,6,7:54 AM,10:33 PM,Indefinido
Gabriela,F,1959-03-09,1.71,84.7,Food Chemist,Ibagué,Soltero,4457753,Universitario,2,8:29 AM,5:56 PM,Término Fijo
Juliana,M,1967-09-12,1.42,43.1,Senior Developer,Facatativá,Casada,4912460,Bachillerato,6,7:57 AM,8:14 PM,Término Fijo
Mariana,M,1948-05-31,1.79,48.3,Geologist I,Quibdó,Casada,4484222,Universitario,1,7:21 AM,9:11 PM,Término Fijo
Valentina,F,1995-07-03,1.7,25.7,Nurse,Yopal,Divorciado,3547777,Posgrado,5,5:24 AM,7:12 PM,Indefinido
Juan,M,1971-04-27,1.89,99.7,Software Consultant,Medellín,Divorciado,1420900,Técnico,4,6:37 AM,9:57 PM,Indefinido
Thiago,F,1948-10-01,1.73,98.3,Web Developer IV,Tumaco,Divorciado,5882119,Posgrado,3,9:09 AM,6:44 PM,Indefinido
Mariana,F,1964-01-12,1.57,56.8,Analyst Programmer,Zipaquirá,Divorciado,4711736,Universitario,6,7:36 AM,6:03 PM,Término Fijo
Diego,F,1965-12-26,1.56,74.2,Help Desk Operator,Arauca,Soltero,4569473,Universitario,0,9:16 AM,7:15 PM,Término Fijo
Victoria,M,1977-05-12,1.64,100.8,Professor,Armenia,Divorciado,2857433,Técnico,3,9:56 AM,9:00 PM,Indefinido
Felipe,M,1988-12-28,1.61,92.7,Structural Analysis Engineer,Itagüí,Casada,5419882,Bachillerato,0,7:20 AM,8:31 PM,Término Fijo
Mateo,M,1952-09-05,1.5,42.3,Executive Secretary,Soacha,Divorciado,3904529,Universitario,3,6:49 AM,11:25 PM,Término Fijo
Mariana,M,1996-05-18,1.6,39.9,Senior Financial Analyst,Palmira,Divorciado,1059588,Técnico,7,7:26 AM,6:38 PM,Término Fijo
Ana,F,1969-06-09,1.79,103.9,Community Outreach Specialist,Cartago,Divorciado,4671693,Técnico,6,7:35 AM,11:39 PM,Término Fijo
Ana,F,1955-04-21,1.6,86.6,Office Assistant I,Barrancabermeja,Casada,2650634,Técnico,2,5:44 AM,5:53 PM,Término Fijo
Joaquín,M,1962-01-02,1.55,33.9,Analyst Programmer,Tumaco,Casada,1113831,Posgrado,8,7:17 AM,11:55 PM,Término Fijo
Pedro,F,1964-08-23,1.5,84.0,Cost Accountant,Tumaco,Divorciado,5671286,Universitario,1,8:59 AM,6:04 PM,Indefinido
Mateo,F,1989-07-15,1.58,27.4,Programmer Analyst I,Soacha,Casada,1808747,Universitario,8,6:29 AM,5:50 PM,Indefinido
Valeria,M,1972-11-01,1.55,42.7,Research Nurse,Dosquebradas,Soltero,3359209,Bachillerato,3,7:40 AM,9:55 PM,Indefinido
Mariana,M,1957-10-04,1.76,26.7,Quality Engineer,Bucaramanga,Soltero,2516002,Posgrado,6,7:57 AM,6:18 PM,Término Fijo
Ana,F,1968-01-24,1.59,26.7,Marketing Assistant,Pasto,Soltero,1467422,Universitario,4,6:05 AM,11:13 PM,Término Fijo
Victoria,M,1997-06-14,1.84,45.5,Occupational Therapist,Montería,Soltero,3664884,Posgrado,1,9:43 AM,7:38 PM,Término Fijo
Isabella,M,1983-10-15,1.52,60.4,Teacher,Facatativá,Divorciado,3544581,Técnico,1,8:00 AM,5:15 PM,Término Fijo
Juan,M,1982-09-06,1.72,35.3,Environmental Specialist,Facatativá,Divorciado,2888703,Bachillerato,3,7:44 AM,8:35 PM,Término Fijo
Luis,M,1967-09-17,1.79,35.5,VP Quality Control,Ibagué,Divorciado,4775449,Universitario,5,7:23 AM,6:43 PM,Término Fijo
Sebastián,M,1968-09-27,1.49,47.3,Media Manager I,Girardot,Divorciado,4835911,Universitario,3,7:55 AM,5:55 PM,Indefinido
Juliana,M,1968-02-18,1.41,39.9,Assistant Media Planner,Pereira,Divorciado,3888542,Técnico,7,9:46 AM,7:37 PM,Término Fijo
Camila,F,1985-04-19,1.6,71.8,Financial Analyst,Apartadó,Soltero,2952876,Posgrado,7,7:25 AM,7:39 PM,Indefinido
Sebastián,M,1991-04-26,1.74,92.8,Compensation Analyst,Popayán,Casada,1876355,Universitario,1,8:54 AM,10:07 PM,Indefinido
